	ProductionUnitId	BatchId	Item	QuantityProduced	QuantityDiscarded	DefectiveQuantitySold
3064	P891	ym647	paper	205	106	0.0
3065	P891	ym647	rock	199	4	90.0
3066	P432	ug733	scissor	164	69	6.0
3067	P432	ug733	paper	99	16	0.0
3068	P432	ug733	rock	261	104	0.0
3069	P564	co136	scissor	89	62	0.0
3070	P564	co136	paper	114	39	0.0
3071	P564	co136	rock	141	9	0.0
3072	P450	xb128	scissor	197	35	0.0
3073	P450	xb128	paper	269	175	38.0
3074	P450	xb128	rock	238	100	0.0
3075	P996	rq234	scissor	189	62	16.0
3076	P996	rq234	paper	184	56	9.0
3077	P996	rq234	rock	168	130	0.0
3078	P924	po838	scissor	214	1	61.0
3079	P924	po838	paper	242	152	34.0
3080	P924	po838	rock	206	64	0.0
3081	P665	it701	scissor	292	172	3.0
3082	P665	it701	paper	385	75	24.0
3083	P665	it701	rock	209	75	32.0
3084	P065	gk633	scissor	100	13	30.0
3085	P065	gk633	paper	232	46	31.0
3086	P065	gk633	rock	271	97	65.0
3087	P625	qp368	scissor	223	84	41.0
3088	P625	qp368	paper	263	44	74.0
3089	P625	qp368	rock	69	8	0.0
3090	P058	bd285	scissor	157	0	0.0
3091	P058	bd285	paper	248	6	0.0
3092	P058	bd285	rock	251	6	0.0
3093	P772	mj190	scissor	169	29	0.0
3094	P772	mj190	paper	303	15	0.0
3095	P772	mj190	rock	275	25	0.0
3096	P452	qv906	scissor	44	13	0.0
3097	P452	qv906	paper	111	25	5.0
3098	P452	qv906	rock	126	119	0.0
3099	P321	mj198	scissor	189	31	0.0
3100	P321	mj198	paper	82	17	0.0
3101	P321	mj198	rock	212	120	47.0
3102	P008	hm290	scissor	227	47	0.0
3103	P008	hm290	paper	179	55	0.0
3104	P008	hm290	rock	198	22	0.0
3105	P564	qp768	scissor	34	1	0.0
3106	P564	qp768	paper	141	1	43.0
3107	P564	qp768	rock	122	38	67.0
3108	P922	mv747	scissor	229	44	0.0
3109	P922	mv747	paper	100	17	27.0
3110	P922	mv747	rock	236	14	0.0
3111	P619	pi593	scissor	216	85	0.0
3112	P619	pi593	paper	147	78	23.0
3113	P619	pi593	rock	29	11	0.0
3114	P544	tf054	scissor	332	65	36.0
3115	P544	tf054	paper	265	77	0.0
3116	P544	tf054	rock	309	45	66.0
3117	P233	sf834	scissor	268	9	62.0
3118	P233	sf834	paper	93	18	44.0
3119	P233	sf834	rock	205	135	0.0
3120	P274	ix182	scissor	90	20	0.0
3121	P274	ix182	paper	274	55	49.0
3122	P274	ix182	rock	164	7	17.0
3123	P009	wq512	scissor	180	6	30.0
3124	P009	wq512	paper	248	39	0.0
3125	P009	wq512	rock	326	185	0.0
3126	P096	ze958	scissor	90	23	0.0
3127	P096	ze958	paper	159	3	0.0
3128	P096	ze958	rock	117	3	0.0
3129	P530	rp941	scissor	123	54	33.0
3130	P530	rp941	paper	201	29	0.0
3131	P530	rp941	rock	105	18	85.0
3132	P805	ty491	scissor	280	86	42.0
3133	P805	ty491	paper	128	6	0.0
3134	P805	ty491	rock	118	64	0.0
3135	P705	bl560	scissor	190	44	33.0
3136	P705	bl560	paper	206	40	0.0
3137	P705	bl560	rock	229	21	0.0
3138	P671	vs573	scissor	353	112	55.0
3139	P671	vs573	paper	191	10	0.0
3140	P671	vs573	rock	196	50	0.0
3141	P449	bu890	scissor	263	51	17.0
3142	P449	bu890	paper	207	116	0.0
3143	P449	bu890	rock	215	44	0.0
3144	P591	sw370	scissor	245	28	0.0
3145	P591	sw370	paper	115	16	0.0
3146	P591	sw370	rock	177	54	49.0
3147	P218	rr969	scissor	162	19	0.0
3148	P218	rr969	paper	281	17	50.0
3149	P218	rr969	rock	120	53	0.0
3150	P427	ny422	scissor	193	0	0.0
3151	P427	ny422	paper	353	80	156.0
3152	P427	ny422	rock	215	27	11.0
3153	P409	mq248	scissor	152	18	0.0
3154	P409	mq248	paper	252	75	20.0
3155	P409	mq248	rock	251	90	2.0
3156	P521	if065	scissor	226	27	0.0
3157	P521	if065	paper	230	109	0.0
3158	P521	if065	rock	156	27	44.0
3159	P805	yz281	scissor	96	3	26.0
3160	P805	yz281	paper	196	7	0.0
3161	P805	yz281	rock	275	121	0.0
3162	P273	dy424	scissor	124	36	0.0
3163	P273	dy424	paper	184	38	0.0
3164	P273	dy424	rock	198	106	0.0
3165	P020	al562	scissor	136	10	0.0
3166	P020	al562	paper	209	42	0.0
3167	P020	al562	rock	148	5	0.0
3168	P780	it678	scissor	151	1	0.0
3169	P780	it678	paper	173	30	34.0
3170	P780	it678	rock	222	143	0.0
3171	P820	lr126	scissor	182	115	0.0
3172	P820	lr126	paper	201	119	29.0
3173	P820	lr126	rock	169	140	18.0
3174	P985	sb447	scissor	122	1	34.0
3175	P985	sb447	paper	103	2	0.0
3176	P985	sb447	rock	212	128	14.0
3177	P536	bq422	scissor	251	133	42.0
3178	P536	bq422	paper	265	48	8.0
3179	P536	bq422	rock	334	166	28.0
3180	P128	hw283	scissor	204	46	0.0
3181	P128	hw283	paper	69	31	0.0
3182	P128	hw283	rock	189	95	0.0
3183	P169	xf311	scissor	70	13	43.0
3184	P169	xf311	paper	165	106	0.0
3185	P169	xf311	rock	100	3	0.0
3186	P406	bo729	scissor	75	10	20.0
3187	P406	bo729	paper	65	30	0.0
3188	P406	bo729	rock	246	152	0.0
3189	P237	zj633	scissor	171	80	0.0
3190	P237	zj633	paper	200	110	0.0
3191	P237	zj633	rock	86	2	0.0
3192	P615	od462	scissor	245	89	43.0
3193	P615	od462	paper	221	21	111.0
3194	P615	od462	rock	191	21	0.0
3195	P807	rc828	scissor	155	68	0.0
3196	P807	rc828	paper	3	0	0.0
3197	P807	rc828	rock	204	173	0.0
3198	P058	yt815	scissor	172	49	29.0
3199	P058	yt815	paper	234	27	5.0
3200	P058	yt815	rock	97	18	0.0
3201	P142	pn304	scissor	179	96	34.0
3202	P142	pn304	paper	160	14	0.0
3203	P142	pn304	rock	105	37	0.0
3204	P271	ig613	scissor	116	1	0.0
3205	P271	ig613	paper	210	171	0.0
3206	P271	ig613	rock	62	27	11.0
3207	P450	sz930	scissor	237	17	0.0
3208	P450	sz930	paper	258	133	39.0
3209	P450	sz930	rock	203	70	36.0
3210	P240	il121	scissor	66	0	28.0
3211	P240	il121	paper	161	52	16.0
3212	P240	il121	rock	184	106	0.0
3213	P954	hw133	scissor	47	8	13.0
3214	P954	hw133	paper	175	20	0.0
3215	P954	hw133	rock	295	110	0.0
3216	P046	iy748	scissor	178	91	14.0
3217	P046	iy748	paper	23	18	0.0
3218	P046	iy748	rock	112	23	35.0
3219	P691	jp941	scissor	233	143	23.0
3220	P691	jp941	paper	222	64	0.0
3221	P691	jp941	rock	231	11	0.0
3222	P870	uy015	scissor	145	11	1.0
3223	P870	uy015	paper	209	17	0.0
3224	P870	uy015	rock	159	17	32.0
3225	P805	wk581	scissor	157	25	0.0
3226	P805	wk581	paper	222	70	0.0
3227	P805	wk581	rock	265	153	0.0
3228	P233	xw691	scissor	243	8	0.0
3229	P233	xw691	paper	235	15	42.0
3230	P233	xw691	rock	143	136	0.0
3231	P069	xz250	scissor	102	12	30.0
3232	P069	xz250	paper	259	9	42.0
3233	P069	xz250	rock	115	4	0.0
3234	P688	ma651	scissor	64	0	0.0
3235	P688	ma651	paper	117	49	0.0
3236	P688	ma651	rock	145	6	0.0
3237	P108	gp894	scissor	184	113	0.0
3238	P108	gp894	paper	131	49	0.0
3239	P108	gp894	rock	164	85	0.0
3240	P357	bt762	scissor	252	74	0.0
3241	P357	bt762	paper	222	54	0.0
3242	P357	bt762	rock	257	58	39.0
3243	P062	yt061	scissor	27	1	0.0
3244	P062	yt061	paper	170	5	34.0
3245	P062	yt061	rock	282	34	34.0
3246	P351	wr649	scissor	222	80	30.0
3247	P351	wr649	paper	20	0	0.0
3248	P351	wr649	rock	185	21	37.0
3249	P378	wk636	scissor	193	79	0.0
3250	P378	wk636	paper	222	59	0.0
3251	P378	wk636	rock	243	81	0.0
3252	P943	aq206	scissor	234	38	0.0
3253	P943	aq206	paper	132	15	0.0
3254	P943	aq206	rock	235	86	95.0
3255	P699	pl921	scissor	141	8	36.0
3256	P699	pl921	paper	96	18	49.0
3257	P699	pl921	rock	127	22	0.0
3258	P288	sd232	scissor	133	31	48.0
3259	P288	sd232	paper	316	22	0.0
3260	P288	sd232	rock	270	138	0.0
3261	P182	tp658	scissor	247	129	0.0
3262	P182	tp658	paper	100	19	0.0
3263	P182	tp658	rock	126	31	23.0
3264	P990	yh604	scissor	248	75	13.0
3265	P990	yh604	paper	298	142	46.0
3266	P990	yh604	rock	298	88	4.0
3267	P995	uq451	scissor	44	0	0.0
3268	P995	uq451	paper	137	44	14.0
3269	P995	uq451	rock	176	42	0.0
3270	P685	oa566	scissor	318	56	91.0
3271	P685	oa566	paper	215	16	0.0
3272	P685	oa566	rock	123	9	22.0
3273	P428	yu966	scissor	143	67	0.0
3274	P428	yu966	paper	102	34	0.0
3275	P428	yu966	rock	209	7	82.0
3276	P320	gk938	scissor	121	78	0.0
3277	P320	gk938	paper	53	9	0.0
3278	P320	gk938	rock	228	145	13.0
3279	P874	wr871	scissor	366	25	105.0
3280	P874	wr871	paper	248	37	0.0
3281	P874	wr871	rock	172	2	0.0
3282	P530	ko139	scissor	79	9	0.0
3283	P530	ko139	paper	288	83	26.0
3284	P530	ko139	rock	159	40	35.0
3285	P465	im096	scissor	264	34	70.0
3286	P465	im096	paper	332	58	35.0
3287	P465	im096	rock	242	76	43.0
3288	P530	wx865	scissor	244	173	0.0
3289	P530	wx865	paper	162	104	0.0
3290	P530	wx865	rock	33	11	0.0
3291	P756	hf691	scissor	326	119	50.0
3292	P756	hf691	paper	226	25	24.0
3293	P756	hf691	rock	210	15	78.0
3294	P236	rx907	scissor	143	47	38.0
3295	P236	rx907	paper	74	1	0.0
3296	P236	rx907	rock	159	31	58.0
3297	P691	en392	scissor	283	136	0.0
3298	P691	en392	paper	105	10	24.0
3299	P691	en392	rock	176	63	23.0
3300	P465	ug985	scissor	256	37	60.0
3301	P465	ug985	paper	104	6	2.0
3302	P465	ug985	rock	108	4	36.0
3303	P665	sz118	scissor	162	26	29.0
3304	P665	sz118	paper	108	25	6.0
3305	P665	sz118	rock	110	25	28.0
3306	P983	kb683	scissor	196	115	2.0
3307	P983	kb683	paper	193	29	0.0
3308	P983	kb683	rock	190	33	37.0
3309	P458	kw124	scissor	117	55	0.0
3310	P458	kw124	paper	267	72	40.0
3311	P458	kw124	rock	218	27	8.0
3312	P273	bm882	scissor	325	110	46.0
3313	P273	bm882	paper	143	33	0.0
3314	P273	bm882	rock	170	50	0.0
3315	P531	bq827	scissor	54	3	20.0
3316	P531	bq827	paper	142	60	0.0
3317	P531	bq827	rock	170	34	0.0
3318	P279	gr382	scissor	129	5	50.0
3319	P279	gr382	paper	116	14	24.0
3320	P279	gr382	rock	137	112	14.0
3321	P914	vo662	scissor	110	74	0.0
3322	P914	vo662	paper	63	2	0.0
3323	P914	vo662	rock	153	81	0.0
3324	P403	no734	scissor	230	6	8.0
3325	P403	no734	paper	186	20	38.0
3326	P403	no734	rock	275	16	43.0
3327	P520	dq975	scissor	182	20	0.0
3328	P520	dq975	paper	81	53	2.0
3329	P520	dq975	rock	278	60	47.0
3330	P912	pc277	scissor	174	38	0.0
3331	P912	pc277	paper	191	66	0.0
3332	P912	pc277	rock	120	2	44.0
3333	P463	dc523	scissor	203	42	82.0
3334	P463	dc523	paper	282	44	58.0
3335	P463	dc523	rock	127	1	2.0
3336	P117	xl304	scissor	257	87	57.0
3337	P117	xl304	paper	234	38	0.0
3338	P117	xl304	rock	351	17	0.0
3339	P004	an182	scissor	194	32	22.0
3340	P004	an182	paper	163	71	30.0
3341	P004	an182	rock	305	64	0.0
3342	P201	te994	scissor	158	0	0.0
3343	P201	te994	paper	217	57	53.0
3344	P201	te994	rock	302	47	58.0
3345	P132	ff188	scissor	123	22	0.0
3346	P132	ff188	paper	95	33	0.0
3347	P132	ff188	rock	202	58	0.0
3348	P665	ly577	scissor	132	13	0.0
3349	P665	ly577	paper	63	26	18.0
3350	P665	ly577	rock	163	67	0.0
3351	P852	dg126	scissor	236	157	8.0
3352	P852	dg126	paper	129	5	34.0
3353	P852	dg126	rock	247	72	0.0
3354	P127	rw780	scissor	50	19	0.0
3355	P127	rw780	paper	215	48	5.0
3356	P127	rw780	rock	102	57	0.0
3357	P096	lo785	scissor	237	9	0.0
3358	P096	lo785	paper	167	3	0.0
3359	P096	lo785	rock	240	144	20.0
3360	P136	si749	scissor	207	103	7.0
3361	P136	si749	paper	221	66	0.0
3362	P136	si749	rock	174	34	0.0
3363	P487	ye408	scissor	159	30	0.0
3364	P487	ye408	paper	301	102	23.0
3365	P487	ye408	rock	246	173	20.0
3366	P907	ru326	scissor	231	30	0.0
3367	P907	ru326	paper	214	166	0.0
3368	P907	ru326	rock	177	7	22.0
3369	P710	no821	scissor	188	18	16.0
3370	P710	no821	paper	405	2	29.0
3371	P710	no821	rock	369	86	0.0
3372	P007	sx992	scissor	128	47	0.0
3373	P007	sx992	paper	79	26	6.0
3374	P007	sx992	rock	234	45	0.0
3375	P920	nc838	scissor	267	63	28.0
3376	P920	nc838	paper	156	34	45.0
3377	P920	nc838	rock	239	5	36.0
3378	P423	ou301	scissor	223	24	45.0
3379	P423	ou301	paper	281	8	0.0
3380	P423	ou301	rock	240	48	49.0
3381	P118	zq138	scissor	153	27	0.0
3382	P118	zq138	paper	154	6	0.0
3383	P118	zq138	rock	143	3	0.0
3384	P631	xq693	scissor	140	28	7.0
3385	P631	xq693	paper	110	43	0.0
3386	P631	xq693	rock	199	62	0.0
3387	P479	zv832	scissor	253	123	41.0
3388	P479	zv832	paper	78	24	20.0
3389	P479	zv832	rock	217	20	0.0
3390	P001	qf074	scissor	251	94	0.0
3391	P001	qf074	paper	65	3	0.0
3392	P001	qf074	rock	179	25	2.0
3393	P868	pd685	scissor	268	48	37.0
3394	P868	pd685	paper	199	60	0.0
3395	P868	pd685	rock	94	8	0.0
3396	P895	pl246	scissor	127	23	31.0
3397	P895	pl246	paper	169	81	5.0
3398	P895	pl246	rock	182	33	44.0
3399	P044	vy906	scissor	124	18	0.0
3400	P044	vy906	paper	237	33	44.0
3401	P044	vy906	rock	138	26	1.0
3402	P628	fp804	scissor	178	48	0.0
3403	P628	fp804	paper	151	12	0.0
3404	P628	fp804	rock	208	77	0.0
3405	P435	jc179	scissor	119	38	0.0
3406	P435	jc179	paper	79	26	0.0
3407	P435	jc179	rock	53	43	0.0
3408	P127	uq124	scissor	223	172	0.0
3409	P127	uq124	paper	232	42	28.0
3410	P127	uq124	rock	133	92	0.0
3411	P931	nn195	scissor	79	29	0.0
3412	P931	nn195	paper	143	69	0.0
3413	P931	nn195	rock	222	6	48.0
3414	P638	rq047	scissor	183	63	12.0
3415	P638	rq047	paper	210	63	0.0
3416	P638	rq047	rock	176	60	25.0
3417	P274	dg875	scissor	156	21	86.0
3418	P274	dg875	paper	193	147	24.0
3419	P274	dg875	rock	295	115	0.0
3420	P500	vy293	scissor	129	3	0.0
3421	P500	vy293	paper	116	30	0.0
3422	P500	vy293	rock	176	23	0.0
3423	P427	nr626	scissor	123	75	0.0
3424	P427	nr626	paper	191	25	0.0
3425	P427	nr626	rock	89	7	22.0
3426	P900	vi774	scissor	265	18	0.0
3427	P900	vi774	paper	219	109	0.0
3428	P900	vi774	rock	285	164	0.0
3429	P283	ip740	scissor	218	125	0.0
3430	P283	ip740	paper	190	41	0.0
3431	P283	ip740	rock	143	17	13.0
3432	P869	xk496	scissor	67	6	0.0
3433	P869	xk496	paper	204	74	37.0
3434	P869	xk496	rock	160	41	0.0
3435	P409	hq373	scissor	33	12	0.0
3436	P409	hq373	paper	176	153	0.0
3437	P409	hq373	rock	131	122	0.0
3438	P426	fe748	scissor	309	53	32.0
3439	P426	fe748	paper	126	10	48.0
3440	P426	fe748	rock	159	77	0.0
3441	P185	zq627	scissor	250	111	0.0
3442	P185	zq627	paper	226	43	27.0
3443	P185	zq627	rock	271	172	31.0
3444	P510	jy489	scissor	181	100	0.0
3445	P510	jy489	paper	192	43	0.0
3446	P510	jy489	rock	75	6	0.0
3447	P705	ee973	scissor	284	71	0.0
3448	P705	ee973	paper	330	4	0.0
3449	P705	ee973	rock	327	0	31.0
3450	P489	mm570	scissor	96	15	17.0
3451	P489	mm570	paper	144	64	0.0
3452	P489	mm570	rock	184	132	0.0
3453	P105	ek382	scissor	152	38	0.0
3454	P105	ek382	paper	125	45	2.0
3455	P105	ek382	rock	144	40	0.0
3456	P216	ya692	scissor	54	12	0.0
3457	P216	ya692	paper	234	55	50.0
3458	P216	ya692	rock	147	51	0.0
3459	P831	vy612	scissor	57	2	0.0
3460	P831	vy612	paper	244	25	33.0
3461	P831	vy612	rock	108	46	0.0
3462	P414	io838	scissor	188	3	0.0
3463	P414	io838	paper	224	59	0.0
3464	P414	io838	rock	114	35	46.0
3465	P332	ak943	scissor	35	0	30.0
3466	P332	ak943	paper	49	7	0.0
3467	P332	ak943	rock	91	12	0.0
3468	P842	af844	scissor	270	152	37.0
3469	P842	af844	paper	201	21	0.0
3470	P842	af844	rock	47	15	14.0
3471	P909	gt507	scissor	221	107	30.0
3472	P909	gt507	paper	250	114	46.0
3473	P909	gt507	rock	244	153	0.0
3474	P163	qp170	scissor	265	23	0.0
3475	P163	qp170	paper	81	6	0.0
3476	P163	qp170	rock	83	8	0.0
3477	P638	ay689	scissor	201	71	63.0
3478	P638	ay689	paper	239	76	0.0
3479	P638	ay689	rock	240	102	33.0
3480	P869	yz612	scissor	332	75	45.0
3481	P869	yz612	paper	276	136	30.0
3482	P869	yz612	rock	289	1	0.0
3483	P990	qn273	scissor	150	114	0.0
3484	P990	qn273	paper	95	15	9.0
3485	P990	qn273	rock	192	29	44.0
3486	P426	dp932	scissor	264	17	50.0
3487	P426	dp932	paper	157	1	49.0
3488	P426	dp932	rock	113	24	35.0
3489	P430	vk705	scissor	120	82	0.0
3490	P430	vk705	paper	20	5	0.0
3491	P430	vk705	rock	147	29	70.0
3492	P288	fy339	scissor	277	19	36.0
3493	P288	fy339	paper	200	8	0.0
3494	P288	fy339	rock	116	26	0.0
3495	P859	ug610	scissor	117	0	19.0
3496	P859	ug610	paper	134	15	0.0
3497	P859	ug610	rock	254	4	0.0
3498	P304	un443	scissor	239	7	16.0
3499	P304	un443	paper	157	23	0.0
3500	P304	un443	rock	238	123	0.0
3501	P543	qo013	scissor	42	11	0.0
3502	P543	qo013	paper	195	17	0.0
3503	P543	qo013	rock	287	37	47.0
3504	P242	nf511	scissor	186	29	0.0
3505	P242	nf511	paper	269	68	24.0
3506	P242	nf511	rock	35	14	0.0
3507	P127	wh682	scissor	212	105	29.0
3508	P127	wh682	paper	162	4	35.0
3509	P127	wh682	rock	212	66	43.0
3510	P556	ni201	scissor	267	61	0.0
3511	P556	ni201	paper	253	95	47.0
3512	P556	ni201	rock	231	4	45.0
3513	P869	ac592	scissor	211	38	0.0
3514	P869	ac592	paper	98	4	0.0
3515	P869	ac592	rock	227	100	0.0
3516	P548	qn010	scissor	115	33	0.0
3517	P548	qn010	paper	65	33	0.0
3518	P548	qn010	rock	231	145	7.0
3519	P448	rb617	scissor	251	45	4.0
3520	P448	rb617	paper	275	107	50.0
3521	P448	rb617	rock	213	94	0.0
3522	P852	fm074	scissor	140	44	0.0
3523	P852	fm074	paper	88	33	0.0
3524	P852	fm074	rock	167	6	44.0
3525	P435	ug186	scissor	212	59	0.0
3526	P435	ug186	paper	199	107	20.0
3527	P435	ug186	rock	115	62	0.0
3528	P802	hl241	scissor	191	86	24.0
3529	P802	hl241	paper	100	11	0.0
3530	P802	hl241	rock	206	94	0.0
3531	P531	tv567	scissor	143	8	0.0
3532	P531	tv567	paper	183	84	0.0
3533	P531	tv567	rock	143	42	41.0
3534	P252	nz615	scissor	227	14	42.0
3535	P252	nz615	paper	209	102	0.0
3536	P252	nz615	rock	237	42	0.0
3537	P432	na170	scissor	216	102	9.0
3538	P432	na170	paper	257	74	38.0
3539	P432	na170	rock	101	57	0.0
3540	P710	yk602	scissor	245	1	22.0
3541	P710	yk602	paper	128	34	66.0
3542	P710	yk602	rock	116	14	24.0
3543	P269	te357	scissor	222	8	0.0
3544	P269	te357	paper	229	142	0.0
3545	P269	te357	rock	161	91	0.0
3546	P931	py990	scissor	249	104	0.0
3547	P931	py990	paper	90	11	33.0
3548	P931	py990	rock	134	21	0.0
3549	P268	wq981	scissor	275	147	0.0
3550	P268	wq981	paper	171	46	31.0
3551	P268	wq981	rock	215	67	27.0
3552	P424	qp899	scissor	382	75	0.0
3553	P424	qp899	paper	338	84	42.0
3554	P424	qp899	rock	219	8	0.0
3555	P711	dt223	scissor	289	99	0.0
3556	P711	dt223	paper	284	159	0.0
3557	P711	dt223	rock	106	12	85.0
3558	P187	sx767	scissor	40	17	0.0
3559	P187	sx767	paper	40	4	0.0
3560	P187	sx767	rock	232	2	44.0
3561	P820	ca415	scissor	171	74	11.0
3562	P820	ca415	paper	244	9	11.0
3563	P820	ca415	rock	154	96	0.0
3564	P639	cy871	scissor	118	49	7.0
3565	P639	cy871	paper	137	43	49.0
3566	P639	cy871	rock	179	109	0.0
3567	P681	sz942	scissor	364	99	19.0
3568	P681	sz942	paper	376	110	2.0
3569	P681	sz942	rock	297	32	46.0
3570	P352	hu498	scissor	203	10	38.0
3571	P352	hu498	paper	99	64	0.0
3572	P352	hu498	rock	321	17	0.0
3573	P864	wk022	scissor	251	65	0.0
3574	P864	wk022	paper	185	45	16.0
3575	P864	wk022	rock	123	0	0.0
3576	P864	ot443	scissor	230	127	0.0
3577	P864	ot443	paper	284	138	0.0
3578	P864	ot443	rock	193	38	7.0
3579	P020	uf825	scissor	127	16	0.0
3580	P020	uf825	paper	210	72	19.0
3581	P020	uf825	rock	266	138	28.0
3582	P469	up266	scissor	110	46	14.0
3583	P469	up266	paper	129	36	0.0
3584	P469	up266	rock	235	183	0.0
3585	P552	bg216	scissor	245	19	0.0
3586	P552	bg216	paper	201	61	62.0
3587	P552	bg216	rock	102	25	0.0
3588	P865	ow481	scissor	156	51	1.0
3589	P865	ow481	paper	213	33	5.0
3590	P865	ow481	rock	209	52	0.0
3591	P469	vr147	scissor	327	69	0.0
3592	P469	vr147	paper	171	135	0.0
3593	P469	vr147	rock	220	60	32.0
3594	P382	qe865	scissor	130	14	13.0
3595	P382	qe865	paper	223	66	0.0
3596	P382	qe865	rock	114	64	0.0
3597	P590	va633	scissor	237	69	20.0
3598	P590	va633	paper	64	16	38.0
3599	P590	va633	rock	233	59	0.0
3600	P321	wd790	scissor	55	7	48.0
3601	P321	wd790	paper	179	50	0.0
3602	P321	wd790	rock	203	71	0.0
3603	P403	gp330	scissor	235	89	0.0
3604	P403	gp330	paper	300	131	17.0
3605	P403	gp330	rock	140	11	45.0
3606	P468	kj398	scissor	95	29	0.0
3607	P468	kj398	paper	104	22	0.0
3608	P468	kj398	rock	164	5	0.0
3609	P693	vo273	scissor	150	87	0.0
3610	P693	vo273	paper	82	19	0.0
3611	P693	vo273	rock	202	27	0.0
3612	P349	gy213	scissor	117	7	0.0
3613	P349	gy213	paper	123	92	0.0
3614	P349	gy213	rock	96	0	10.0
3615	P801	qh945	scissor	86	1	0.0
3616	P801	qh945	paper	255	160	0.0
3617	P801	qh945	rock	226	104	6.0
3618	P442	sk731	scissor	169	36	19.0
3619	P442	sk731	paper	307	9	0.0
3620	P442	sk731	rock	292	147	0.0
3621	P435	ww343	scissor	120	63	14.0
3622	P435	ww343	paper	167	42	0.0
3623	P435	ww343	rock	141	45	0.0
3624	P439	on315	scissor	323	164	57.0
3625	P439	on315	paper	206	77	0.0
3626	P439	on315	rock	81	32	0.0
3627	P469	wk338	scissor	311	141	64.0
3628	P469	wk338	paper	297	97	0.0
3629	P469	wk338	rock	206	8	39.0
3630	P531	xy668	scissor	228	140	0.0
3631	P531	xy668	paper	240	78	36.0
3632	P531	xy668	rock	140	33	0.0
3633	P771	wl451	scissor	136	45	0.0
3634	P771	wl451	paper	127	55	28.0
3635	P771	wl451	rock	178	78	0.0
3636	P264	xa083	scissor	130	15	0.0
3637	P264	xa083	paper	73	5	38.0
3638	P264	xa083	rock	232	72	46.0
3639	P609	xb516	scissor	212	87	0.0
3640	P609	xb516	paper	259	3	50.0
3641	P609	xb516	rock	222	82	0.0
3642	P398	gv646	scissor	161	47	0.0
3643	P398	gv646	paper	279	41	0.0
3644	P398	gv646	rock	209	46	10.0
3645	P264	vj026	scissor	230	95	14.0
3646	P264	vj026	paper	234	34	5.0
3647	P264	vj026	rock	301	75	0.0
3648	P118	zj779	scissor	119	19	0.0
3649	P118	zj779	paper	262	99	0.0
3650	P118	zj779	rock	74	3	0.0
3651	P807	kr999	scissor	173	5	30.0
3652	P807	kr999	paper	395	49	29.0
3653	P807	kr999	rock	264	14	0.0
3654	P380	fm888	scissor	279	53	34.0
3655	P380	fm888	paper	113	3	0.0
3656	P380	fm888	rock	97	3	0.0
3657	P256	qf803	scissor	192	21	19.0
3658	P256	qf803	paper	148	21	0.0
3659	P256	qf803	rock	125	2	0.0
3660	P112	kr995	scissor	135	53	0.0
3661	P112	kr995	paper	184	29	27.0
3662	P112	kr995	rock	76	31	0.0
3663	P082	ns927	scissor	218	41	0.0
3664	P082	ns927	paper	108	66	23.0
3665	P082	ns927	rock	223	86	0.0
3666	P065	ww831	scissor	134	34	50.0
3667	P065	ww831	paper	136	19	0.0
3668	P065	ww831	rock	201	23	0.0
3669	P816	wx814	scissor	200	38	22.0
3670	P816	wx814	paper	239	97	0.0
3671	P816	wx814	rock	198	29	48.0
3672	P156	rl758	scissor	194	62	0.0
3673	P156	rl758	paper	104	30	0.0
3674	P156	rl758	rock	257	127	8.0
3675	P853	ae253	scissor	173	36	36.0
3676	P853	ae253	paper	81	5	24.0
3677	P853	ae253	rock	140	21	23.0
3678	P631	ab575	scissor	232	159	0.0
3679	P631	ab575	paper	68	53	0.0
3680	P631	ab575	rock	167	16	0.0
3681	P520	oi060	scissor	128	43	0.0
3682	P520	oi060	paper	207	140	0.0
3683	P520	oi060	rock	195	51	0.0
3684	P931	ak745	scissor	275	99	61.0
3685	P931	ak745	paper	303	18	15.0
3686	P931	ak745	rock	132	5	36.0
3687	P631	lc165	scissor	163	14	0.0
3688	P631	lc165	paper	235	136	72.0
3689	P631	lc165	rock	298	116	0.0
3690	P100	yr341	scissor	201	15	40.0
3691	P100	yr341	paper	222	105	0.0
3692	P100	yr341	rock	96	6	0.0
3693	P487	fg117	scissor	95	6	0.0
3694	P487	fg117	paper	27	0	0.0
3695	P487	fg117	rock	178	66	60.0
3696	P239	eo832	scissor	243	81	7.0
3697	P239	eo832	paper	128	20	17.0
3698	P239	eo832	rock	150	21	0.0
3699	P843	lp146	scissor	74	17	12.0
3700	P843	lp146	paper	247	37	35.0
3701	P843	lp146	rock	189	57	0.0
3702	P526	ys745	scissor	296	70	0.0
3703	P526	ys745	paper	211	33	0.0
3704	P526	ys745	rock	123	1	0.0
3705	P545	wc546	scissor	184	72	19.0
3706	P545	wc546	paper	195	62	0.0
3707	P545	wc546	rock	200	102	63.0
3708	P509	mr877	scissor	150	56	26.0
3709	P509	mr877	paper	220	17	0.0
3710	P509	mr877	rock	109	26	0.0
3711	P248	lh332	scissor	157	0	0.0
3712	P248	lh332	paper	146	27	0.0
3713	P248	lh332	rock	225	34	0.0
3714	P886	sd084	scissor	289	13	0.0
3715	P886	sd084	paper	177	6	70.0
3716	P886	sd084	rock	211	30	0.0
3717	P340	fx860	scissor	144	10	46.0
3718	P340	fx860	paper	225	45	22.0
3719	P340	fx860	rock	286	150	0.0
3720	P911	gz222	scissor	6	2	0.0
